Original MusicXML File,Converted Kern File,Status
olimpic-1.0-synthetic/samples/6218315/p7-s1.musicxml,converted_kern2/6218315_p7-s1.krn,Success
olimpic-1.0-synthetic/samples/6218315/p6-s3.musicxml,converted_kern2/6218315_p6-s3.krn,Success
olimpic-1.0-synthetic/samples/6218315/p6-s2.musicxml,converted_kern2/6218315_p6-s2.krn,Success
olimpic-1.0-synthetic/samples/6218315/p2-s1.musicxml,converted_kern2/6218315_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6218315/p3-s3.musicxml,converted_kern2/6218315_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6218315/p3-s2.musicxml,converted_kern2/6218315_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6486443/p1-s2.musicxml,converted_kern2/6486443_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6486443/p1-s3.musicxml,converted_kern2/6486443_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6486443/p1-s4.musicxml,converted_kern2/6486443_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/6486443/p1-s1.musicxml,converted_kern2/6486443_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6245974/p1-s2.musicxml,converted_kern2/6245974_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6245974/p1-s3.musicxml,converted_kern2/6245974_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6245974/p2-s4.musicxml,converted_kern2/6245974_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6245974/p2-s2.musicxml,converted_kern2/6245974_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6245974/p2-s3.musicxml,converted_kern2/6245974_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6245974/p3-s1.musicxml,converted_kern2/6245974_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6245974/p3-s4.musicxml,converted_kern2/6245974_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6245974/p1-s1.musicxml,converted_kern2/6245974_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6245974/p2-s1.musicxml,converted_kern2/6245974_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6245974/p3-s3.musicxml,converted_kern2/6245974_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6245974/p3-s2.musicxml,converted_kern2/6245974_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/4976777/p1-s2.musicxml,converted_kern2/4976777_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/4976777/p1-s3.musicxml,converted_kern2/4976777_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/4976777/p1-s4.musicxml,converted_kern2/4976777_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/4976777/p2-s2.musicxml,converted_kern2/4976777_p2-s2.krn,Failure
olimpic-1.0-synthetic/samples/4976777/p1-s1.musicxml,converted_kern2/4976777_p1-s1.krn,Failure
olimpic-1.0-synthetic/samples/4976777/p2-s1.musicxml,converted_kern2/4976777_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6002184/p7-s4.musicxml,converted_kern2/6002184_p7-s4.krn,Success
olimpic-1.0-synthetic/samples/6002184/p5-s1.musicxml,converted_kern2/6002184_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/6002184/p4-s2.musicxml,converted_kern2/6002184_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/6002184/p4-s3.musicxml,converted_kern2/6002184_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/6002184/p1-s2.musicxml,converted_kern2/6002184_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6002184/p1-s3.musicxml,converted_kern2/6002184_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6002184/p2-s4.musicxml,converted_kern2/6002184_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6002184/p2-s2.musicxml,converted_kern2/6002184_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6002184/p2-s3.musicxml,converted_kern2/6002184_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6002184/p3-s1.musicxml,converted_kern2/6002184_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6002184/p7-s2.musicxml,converted_kern2/6002184_p7-s2.krn,Success
olimpic-1.0-synthetic/samples/6002184/p7-s3.musicxml,converted_kern2/6002184_p7-s3.krn,Success
olimpic-1.0-synthetic/samples/6002184/p6-s1.musicxml,converted_kern2/6002184_p6-s1.krn,Success
olimpic-1.0-synthetic/samples/6002184/p4-s4.musicxml,converted_kern2/6002184_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/6002184/p3-s4.musicxml,converted_kern2/6002184_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6002184/p1-s1.musicxml,converted_kern2/6002184_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6002184/p5-s3.musicxml,converted_kern2/6002184_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/6002184/p5-s2.musicxml,converted_kern2/6002184_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/6002184/p4-s1.musicxml,converted_kern2/6002184_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/6002184/p6-s4.musicxml,converted_kern2/6002184_p6-s4.krn,Success
olimpic-1.0-synthetic/samples/6002184/p5-s4.musicxml,converted_kern2/6002184_p5-s4.krn,Success
olimpic-1.0-synthetic/samples/6002184/p7-s1.musicxml,converted_kern2/6002184_p7-s1.krn,Success
olimpic-1.0-synthetic/samples/6002184/p6-s3.musicxml,converted_kern2/6002184_p6-s3.krn,Success
olimpic-1.0-synthetic/samples/6002184/p6-s2.musicxml,converted_kern2/6002184_p6-s2.krn,Success
olimpic-1.0-synthetic/samples/6002184/p2-s1.musicxml,converted_kern2/6002184_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6002184/p3-s3.musicxml,converted_kern2/6002184_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6002184/p3-s2.musicxml,converted_kern2/6002184_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5057849/p1-s2.musicxml,converted_kern2/5057849_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5057849/p1-s3.musicxml,converted_kern2/5057849_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5057849/p2-s4.musicxml,converted_kern2/5057849_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5057849/p2-s2.musicxml,converted_kern2/5057849_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5057849/p2-s3.musicxml,converted_kern2/5057849_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5057849/p3-s1.musicxml,converted_kern2/5057849_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5057849/p3-s4.musicxml,converted_kern2/5057849_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5057849/p1-s1.musicxml,converted_kern2/5057849_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5057849/p2-s1.musicxml,converted_kern2/5057849_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5057849/p3-s3.musicxml,converted_kern2/5057849_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5057849/p3-s2.musicxml,converted_kern2/5057849_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6505010/p1-s2.musicxml,converted_kern2/6505010_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6505010/p1-s3.musicxml,converted_kern2/6505010_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6505010/p2-s2.musicxml,converted_kern2/6505010_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6505010/p2-s3.musicxml,converted_kern2/6505010_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6505010/p3-s1.musicxml,converted_kern2/6505010_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6505010/p3-s4.musicxml,converted_kern2/6505010_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6505010/p1-s1.musicxml,converted_kern2/6505010_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6505010/p2-s1.musicxml,converted_kern2/6505010_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6505010/p3-s3.musicxml,converted_kern2/6505010_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6505010/p3-s2.musicxml,converted_kern2/6505010_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5051349/p1-s2.musicxml,converted_kern2/5051349_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5051349/p1-s3.musicxml,converted_kern2/5051349_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5051349/p2-s5.musicxml,converted_kern2/5051349_p2-s5.krn,Success
olimpic-1.0-synthetic/samples/5051349/p2-s4.musicxml,converted_kern2/5051349_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5051349/p1-s4.musicxml,converted_kern2/5051349_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/5051349/p2-s2.musicxml,converted_kern2/5051349_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5051349/p2-s3.musicxml,converted_kern2/5051349_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5051349/p3-s1.musicxml,converted_kern2/5051349_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5051349/p3-s4.musicxml,converted_kern2/5051349_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5051349/p1-s1.musicxml,converted_kern2/5051349_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5051349/p2-s1.musicxml,converted_kern2/5051349_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5051349/p3-s3.musicxml,converted_kern2/5051349_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5051349/p3-s2.musicxml,converted_kern2/5051349_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6207104/p5-s1.musicxml,converted_kern2/6207104_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/6207104/p4-s2.musicxml,converted_kern2/6207104_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/6207104/p4-s3.musicxml,converted_kern2/6207104_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/6207104/p1-s2.musicxml,converted_kern2/6207104_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6207104/p1-s3.musicxml,converted_kern2/6207104_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6207104/p2-s4.musicxml,converted_kern2/6207104_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6207104/p1-s4.musicxml,converted_kern2/6207104_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/6207104/p2-s2.musicxml,converted_kern2/6207104_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6207104/p2-s3.musicxml,converted_kern2/6207104_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6207104/p3-s1.musicxml,converted_kern2/6207104_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6207104/p6-s1.musicxml,converted_kern2/6207104_p6-s1.krn,Success
olimpic-1.0-synthetic/samples/6207104/p4-s4.musicxml,converted_kern2/6207104_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/6207104/p3-s4.musicxml,converted_kern2/6207104_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6207104/p1-s1.musicxml,converted_kern2/6207104_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6207104/p5-s3.musicxml,converted_kern2/6207104_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/6207104/p5-s2.musicxml,converted_kern2/6207104_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/6207104/p4-s1.musicxml,converted_kern2/6207104_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/6207104/p6-s4.musicxml,converted_kern2/6207104_p6-s4.krn,Success
olimpic-1.0-synthetic/samples/6207104/p5-s4.musicxml,converted_kern2/6207104_p5-s4.krn,Success
olimpic-1.0-synthetic/samples/6207104/p6-s3.musicxml,converted_kern2/6207104_p6-s3.krn,Success
olimpic-1.0-synthetic/samples/6207104/p6-s2.musicxml,converted_kern2/6207104_p6-s2.krn,Success
olimpic-1.0-synthetic/samples/6207104/p2-s1.musicxml,converted_kern2/6207104_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6207104/p3-s3.musicxml,converted_kern2/6207104_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6207104/p3-s2.musicxml,converted_kern2/6207104_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5904897/p5-s1.musicxml,converted_kern2/5904897_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/5904897/p4-s2.musicxml,converted_kern2/5904897_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/5904897/p4-s3.musicxml,converted_kern2/5904897_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/5904897/p1-s2.musicxml,converted_kern2/5904897_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5904897/p1-s3.musicxml,converted_kern2/5904897_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5904897/p2-s4.musicxml,converted_kern2/5904897_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5904897/p2-s2.musicxml,converted_kern2/5904897_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5904897/p2-s3.musicxml,converted_kern2/5904897_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5904897/p3-s1.musicxml,converted_kern2/5904897_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5904897/p4-s4.musicxml,converted_kern2/5904897_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/5904897/p3-s4.musicxml,converted_kern2/5904897_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5904897/p1-s1.musicxml,converted_kern2/5904897_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5904897/p5-s3.musicxml,converted_kern2/5904897_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/5904897/p5-s2.musicxml,converted_kern2/5904897_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/5904897/p4-s1.musicxml,converted_kern2/5904897_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/5904897/p5-s4.musicxml,converted_kern2/5904897_p5-s4.krn,Success
olimpic-1.0-synthetic/samples/5904897/p2-s1.musicxml,converted_kern2/5904897_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5904897/p3-s3.musicxml,converted_kern2/5904897_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5904897/p3-s2.musicxml,converted_kern2/5904897_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/4985949/p1-s2.musicxml,converted_kern2/4985949_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/4985949/p1-s3.musicxml,converted_kern2/4985949_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/4985949/p2-s4.musicxml,converted_kern2/4985949_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/4985949/p1-s4.musicxml,converted_kern2/4985949_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/4985949/p2-s2.musicxml,converted_kern2/4985949_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/4985949/p2-s3.musicxml,converted_kern2/4985949_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/4985949/p3-s1.musicxml,converted_kern2/4985949_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/4985949/p3-s4.musicxml,converted_kern2/4985949_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/4985949/p3-s5.musicxml,converted_kern2/4985949_p3-s5.krn,Success
olimpic-1.0-synthetic/samples/4985949/p1-s1.musicxml,converted_kern2/4985949_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/4985949/p2-s1.musicxml,converted_kern2/4985949_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/4985949/p3-s3.musicxml,converted_kern2/4985949_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/4985949/p3-s2.musicxml,converted_kern2/4985949_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6205297/p5-s1.musicxml,converted_kern2/6205297_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/6205297/p4-s2.musicxml,converted_kern2/6205297_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/6205297/p4-s3.musicxml,converted_kern2/6205297_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/6205297/p1-s2.musicxml,converted_kern2/6205297_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6205297/p2-s2.musicxml,converted_kern2/6205297_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6205297/p2-s3.musicxml,converted_kern2/6205297_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6205297/p3-s1.musicxml,converted_kern2/6205297_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6205297/p1-s1.musicxml,converted_kern2/6205297_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6205297/p5-s2.musicxml,converted_kern2/6205297_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/6205297/p4-s1.musicxml,converted_kern2/6205297_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/6205297/p2-s1.musicxml,converted_kern2/6205297_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6205297/p3-s3.musicxml,converted_kern2/6205297_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6205297/p3-s2.musicxml,converted_kern2/6205297_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/5057822/p4-s2.musicxml,converted_kern2/5057822_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/5057822/p4-s3.musicxml,converted_kern2/5057822_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/5057822/p1-s2.musicxml,converted_kern2/5057822_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5057822/p1-s3.musicxml,converted_kern2/5057822_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5057822/p2-s4.musicxml,converted_kern2/5057822_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5057822/p2-s2.musicxml,converted_kern2/5057822_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5057822/p2-s3.musicxml,converted_kern2/5057822_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5057822/p3-s1.musicxml,converted_kern2/5057822_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/5057822/p4-s4.musicxml,converted_kern2/5057822_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/5057822/p3-s4.musicxml,converted_kern2/5057822_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/5057822/p1-s1.musicxml,converted_kern2/5057822_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5057822/p4-s1.musicxml,converted_kern2/5057822_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/5057822/p2-s1.musicxml,converted_kern2/5057822_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5057822/p3-s3.musicxml,converted_kern2/5057822_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/5057822/p3-s2.musicxml,converted_kern2/5057822_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6595529/p1-s2.musicxml,converted_kern2/6595529_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6595529/p1-s3.musicxml,converted_kern2/6595529_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6595529/p2-s4.musicxml,converted_kern2/6595529_p2-s4.krn,Failure
olimpic-1.0-synthetic/samples/6595529/p2-s2.musicxml,converted_kern2/6595529_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6595529/p2-s3.musicxml,converted_kern2/6595529_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6595529/p3-s1.musicxml,converted_kern2/6595529_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6595529/p1-s1.musicxml,converted_kern2/6595529_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6595529/p2-s1.musicxml,converted_kern2/6595529_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6595529/p3-s3.musicxml,converted_kern2/6595529_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6595529/p3-s2.musicxml,converted_kern2/6595529_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6761038/p5-s1.musicxml,converted_kern2/6761038_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/6761038/p4-s2.musicxml,converted_kern2/6761038_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/6761038/p4-s3.musicxml,converted_kern2/6761038_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/6761038/p1-s2.musicxml,converted_kern2/6761038_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6761038/p1-s3.musicxml,converted_kern2/6761038_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6761038/p2-s4.musicxml,converted_kern2/6761038_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6761038/p2-s2.musicxml,converted_kern2/6761038_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6761038/p2-s3.musicxml,converted_kern2/6761038_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6761038/p3-s1.musicxml,converted_kern2/6761038_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6761038/p4-s4.musicxml,converted_kern2/6761038_p4-s4.krn,Success
olimpic-1.0-synthetic/samples/6761038/p3-s4.musicxml,converted_kern2/6761038_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6761038/p1-s1.musicxml,converted_kern2/6761038_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6761038/p5-s3.musicxml,converted_kern2/6761038_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/6761038/p5-s2.musicxml,converted_kern2/6761038_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/6761038/p4-s1.musicxml,converted_kern2/6761038_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/6761038/p5-s4.musicxml,converted_kern2/6761038_p5-s4.krn,Success
olimpic-1.0-synthetic/samples/6761038/p2-s1.musicxml,converted_kern2/6761038_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6761038/p3-s3.musicxml,converted_kern2/6761038_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6761038/p3-s2.musicxml,converted_kern2/6761038_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6125479/p5-s1.musicxml,converted_kern2/6125479_p5-s1.krn,Success
olimpic-1.0-synthetic/samples/6125479/p4-s2.musicxml,converted_kern2/6125479_p4-s2.krn,Success
olimpic-1.0-synthetic/samples/6125479/p4-s3.musicxml,converted_kern2/6125479_p4-s3.krn,Success
olimpic-1.0-synthetic/samples/6125479/p1-s2.musicxml,converted_kern2/6125479_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6125479/p1-s3.musicxml,converted_kern2/6125479_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6125479/p2-s4.musicxml,converted_kern2/6125479_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6125479/p2-s2.musicxml,converted_kern2/6125479_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6125479/p2-s3.musicxml,converted_kern2/6125479_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6125479/p3-s1.musicxml,converted_kern2/6125479_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6125479/p6-s1.musicxml,converted_kern2/6125479_p6-s1.krn,Success
olimpic-1.0-synthetic/samples/6125479/p3-s4.musicxml,converted_kern2/6125479_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6125479/p1-s1.musicxml,converted_kern2/6125479_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6125479/p5-s3.musicxml,converted_kern2/6125479_p5-s3.krn,Success
olimpic-1.0-synthetic/samples/6125479/p5-s2.musicxml,converted_kern2/6125479_p5-s2.krn,Success
olimpic-1.0-synthetic/samples/6125479/p4-s1.musicxml,converted_kern2/6125479_p4-s1.krn,Success
olimpic-1.0-synthetic/samples/6125479/p6-s3.musicxml,converted_kern2/6125479_p6-s3.krn,Success
olimpic-1.0-synthetic/samples/6125479/p6-s2.musicxml,converted_kern2/6125479_p6-s2.krn,Success
olimpic-1.0-synthetic/samples/6125479/p2-s1.musicxml,converted_kern2/6125479_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6125479/p3-s3.musicxml,converted_kern2/6125479_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6125479/p3-s2.musicxml,converted_kern2/6125479_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6834474/p1-s2.musicxml,converted_kern2/6834474_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6834474/p1-s3.musicxml,converted_kern2/6834474_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6834474/p2-s5.musicxml,converted_kern2/6834474_p2-s5.krn,Success
olimpic-1.0-synthetic/samples/6834474/p2-s4.musicxml,converted_kern2/6834474_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6834474/p1-s4.musicxml,converted_kern2/6834474_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/6834474/p2-s2.musicxml,converted_kern2/6834474_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6834474/p2-s3.musicxml,converted_kern2/6834474_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6834474/p1-s1.musicxml,converted_kern2/6834474_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6834474/p2-s1.musicxml,converted_kern2/6834474_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/5840434/p1-s2.musicxml,converted_kern2/5840434_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/5840434/p1-s3.musicxml,converted_kern2/5840434_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/5840434/p2-s4.musicxml,converted_kern2/5840434_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/5840434/p2-s2.musicxml,converted_kern2/5840434_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/5840434/p2-s3.musicxml,converted_kern2/5840434_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/5840434/p1-s1.musicxml,converted_kern2/5840434_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/5840434/p2-s1.musicxml,converted_kern2/5840434_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6117742/p1-s2.musicxml,converted_kern2/6117742_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6117742/p1-s3.musicxml,converted_kern2/6117742_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6117742/p2-s4.musicxml,converted_kern2/6117742_p2-s4.krn,Success
olimpic-1.0-synthetic/samples/6117742/p1-s4.musicxml,converted_kern2/6117742_p1-s4.krn,Success
olimpic-1.0-synthetic/samples/6117742/p2-s2.musicxml,converted_kern2/6117742_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6117742/p2-s3.musicxml,converted_kern2/6117742_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6117742/p3-s1.musicxml,converted_kern2/6117742_p3-s1.krn,Success
olimpic-1.0-synthetic/samples/6117742/p3-s4.musicxml,converted_kern2/6117742_p3-s4.krn,Success
olimpic-1.0-synthetic/samples/6117742/p1-s1.musicxml,converted_kern2/6117742_p1-s1.krn,Success
olimpic-1.0-synthetic/samples/6117742/p2-s1.musicxml,converted_kern2/6117742_p2-s1.krn,Success
olimpic-1.0-synthetic/samples/6117742/p3-s3.musicxml,converted_kern2/6117742_p3-s3.krn,Success
olimpic-1.0-synthetic/samples/6117742/p3-s2.musicxml,converted_kern2/6117742_p3-s2.krn,Success
olimpic-1.0-synthetic/samples/6974646/p1-s2.musicxml,converted_kern2/6974646_p1-s2.krn,Success
olimpic-1.0-synthetic/samples/6974646/p1-s3.musicxml,converted_kern2/6974646_p1-s3.krn,Success
olimpic-1.0-synthetic/samples/6974646/p2-s2.musicxml,converted_kern2/6974646_p2-s2.krn,Success
olimpic-1.0-synthetic/samples/6974646/p2-s3.musicxml,converted_kern2/6974646_p2-s3.krn,Success
olimpic-1.0-synthetic/samples/6974646/p1-s1.musicxml,converted_kern2/6974646_p1-s1.krn,Success
